text,label
The pulmonary infiltration and clinical symptoms subsided after withdrawal of all drugs and initiation of glucocorticoid therapy.,0
Captopril-induced lichen planus pemphigoides with pemphigus-like features.,1
We present three prednisolone-treated boys with myoglobinuria and in two cases this was recurrent.,0
The clinical response was reflected by an increase in circulating interleukin (IL) 10 and a decrease in IL-6 and IL-8 serum levels during treatment.,0
"Since recent studies have reported no negative interactions with concurrent use, we here report three cases (one case of a prolonged seizure, a serotonin syndrome and a focal seizure) of severe lithium-induced side effects while patients underwent ECT without complications and lithium serum levels were still subtherapeutic.",1
A 14-year-old boy with chronic granulomatous disease and severe infection was admitted to the hospital because of left shoulder aspergillus' infection and pain.,0
We report two cases of tenofovir (TDF)-associated nephrotoxicity in perinatally HIV-infected adolescents.,1
"Although not typical, this result was suspicious of tumor seeding, the more since the lesions appeared in gray matter areas outside the high-dose-rate irradiation field.",0
"CONCLUSIONS: Early recognition of this serious pharmacogenetic syndrome may allow for the modification of future chemotherapy, thus avoiding further life-threatening toxicities.",0
"We suggest that LS enhances cardiac performance during and after cardiopulmonary bypass, and can be useful for patients who are unable to be weaned from cardiopulmonary bypass.",0
A leukocytoclastic vasculitis was found in both the acute phase and in the amputated fingertips.,0
Complete clinical-electroencephalographic recovery was achieved after lithium therapy was discontinued.,0
Malignant lymphoma of skin associated with postmastectomy lymphedema.,0
In two patients this was the sole chemotherapeutic agent used.,0
Milk-alkali syndrome can present serious and occasionally life-threatening illness unless diagnosed and treated appropriately.,0
Propranolol had to be given for eight months after surgery.,0
The diagnosis was suspected in the setting of a negative anion gap and only later confirmed by direct measurement of the serum bromide level.,0
"In 1993, a case of PI with nephrotic syndrome following steroid treatment was reported in Japan.",0
Attenuation of asparaginase-induced hyperglycemia after substitution of the Erwinia carotovora for the Escherichia coli enzyme preparation.,1
Post-transplant lymphoproliferative disorder following cytomegalovirus reactivation in a lung recipient.,0
"Perhaps rashes during infectious mononucleosis in association with other antibiotics are actually more common, but just not recognized.",0
"Porcine factor VIII (pFVIII), which is used to control bleeding in patients with congenital or acquired haemophilia who have high-titre neutralizing antibodies to human FVIII, is not known to increase the risk of arterial or venous thrombosis.",0
This case report describes a patient who developed a seizure with single-pulse transcranial magnetic stimulation during motor threshold estimation.,0
"We report a patient diagnosed with B-CLL, previously treated with fludarabine, who developed TA-GVHD after being transfused during surgery for splenectomy.",0
"Dermatological signs are found in 50% of cases, and are often diagnostic.",0
HNCPs with malignant disease require judicious dental treatment planning prior to radiation therapy (RT) and/or chemotherapy.,0
"While the true correlation remains unknown, allergic cross-reactivity may occur between sulfonamide antibiotics and non-antibiotics, such as loop diuretics.",0
All seven patients were receiving INH daily for tuberculosis (TB) prophylaxis.,0
Tetracycline-induced renal hypophosphatemia in a patient with a syndrome of inappropriate secretion of antidiuretic hormone.,0
The mechanism was proven by ribotyping of the microorganism and postmortem pathology.,0
A 64 year old woman with previous history of coronary stenting five days before was admitted in our institution for intracranial bleeding while receiving aspirin and clopidogrel.,1
"Preliminary results suggest that the higher concentrations of dextrose induce increased histamine release from blood cells, and that this phenomenon is more marked in diabetic, and particularly diabetic-allergic, individuals.",1
"Six amino acid mutations were located in the 'a' determinant, including P120T, K122R, M133T, F134L, D144A and G145A.",0
We suspected an opiate-induced suppression of the hypothalamus-pituitary-adrenal (HPA) axis.,0
"Many symptoms of hyperthyroidism are identical to the adverse effects of the commonly used inhaled bronchodilators and include tremor, nervousness, tachycardia, wide pulse pressure, palpitations, emotional lability, agitation, nightmares, aggressive behavior, and diarrhea.",0
"Rebound headache after withdrawal of ergot alkaloids may lead to self-medication and overdosage, with subsequent risk of ergotism.",0
"Thus, ultrasound may prevent inadvertent placement of the needle into these structures as might happen with either the blind technique or fluoroscopic technique.",0
The mechanism of the interaction is probably inhibition of glipizide metabolism rather than protein-binding displacement.,0
A complication associated with central line removal in the pediatric population: retained fixed catheter fragments.,0
Liver biopsy showed bridging hepatocellular necrosis as well as canalicular cholestasis.,0
Other causes of the disease were ruled out.,0
The patient was given 14 mg of etomidate and 100 mg of succinylcholine intravenously.,0
"Hence, measures to avoid ischemic optic neuropathy have priority.",0
"Three of these patients had convulsions attributed to imipenem/cilastatin; 3.6% of the patients had seizure, or 2% of imipenem/cilastatin administrations was followed by a seizure attack.",1
"One year later, decreased fluency and mild ataxia persists.",0
Few published human data are available concerning the acute toxicity of the new antiepileptic drug oxcarbazepine of which the metabolite 10- monohydroxy derivate (MHD) is the pharmacologically effective compound.,0
"Diagnosis, treatment, observation and outcome of fetal supraventricular tachycardia in a twin pregnancy.",0
One male patient with bilateral DME was treated by intravitreal pegaptanib in his right eye every 6 weeks for 6 months (five injections) and followed for 42 months.,0
Foreign bodies and bezoars are commonly encountered in children.,0
"The patient's pain was well controlled with 10 mg continuous release morphine p.o. three times daily, and 10 mg immediate release morphine p.o. for breakthrough pain as required.",0
For pain relief an epidural infusion at the level T1-2 with bupivacaine was started.,0
Prompt recognition of a chlorambucil drug reaction is essential in patients receiving chemotherapy.,0
These findings suggest that there may be a place for intravenous CyA therapy in patients with severe Crohn's disease who do not respond to conventional therapy or to oral treatment with CyA.,0
"Although isradipine has been associated with hepatocellular injury, there are no reports of fulminant liver failure with this agent, and our patient had been treated for >2 years without signs of toxicity.",1
"Sulfonamides have been reported to augment the hypoglycemic effects of chlorpropamide, glyburide, and tolbutamide.",0
